SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
591GS2028,Government of India,GS,100,100,1,5.91,02-JUL-2025,,30-JUN-2028,,,,,IN0020250034
593CG26,Chattisgarh State,SG,100,100,100,5.93,11-DEC-2020,,09-DEC-2026,,,,,IN3520200079
596PY26,Puducherry - Union Territory,SG,100,100,100,5.96,01-OCT-2021,,29-SEP-2026,,,,,IN3820210018
597CG27,Chattisgarh State,SG,100,100,100,5.97,15-JAN-2021,,13-JAN-2027,,,,,IN3520200095
599MP26,Madhya Pradesh State,SG,100,100,100,5.99,03-SEP-2021,,01-SEP-2026,,,,,IN2120210025
601GS2030,Government of India,GS,100,100,1,6.01,23-JUL-2025,,21-JUL-2030,,,,,IN0020250067
601RJ26,Rajasthan State,SG,100,100,100,6.01,08-OCT-2021,,06-OCT-2026,,,,,IN2920210316
603GS2029,Government of India,GS,100,100,1,6.03,29-JAN-2026,,27-JAN-2029,,,,,IN0020250125
604AS26,Assam State,SG,100,100,100,6.04,10-DEC-2021,,08-DEC-2026,,,,,IN1220210158
604GJ26,Gujarat State,SG,100,100,100,6.04,22-OCT-2021,,20-OCT-2026,,,,,IN1520210130
605RJ26,Rajasthan State,SG,100,100,100,6.05,18-JUN-2021,,16-JUN-2026,,,,,IN2920210142
607RJ26,Rajasthan State,SG,100,100,100,6.07,03-DEC-2021,,01-DEC-2026,,,,,IN2920210381
609AS26,Assam State,SG,100,100,100,6.09,29-OCT-2021,,27-OCT-2026,,,,,IN1220210091
609KA28,Karnataka State,SG,100,100,100,6.09,27-JUL-2020,,22-JUL-2028,,,,,IN1920200095
609RJ26,Rajasthan State,SG,100,100,100,6.09,12-FEB-2021,,10-FEB-2026,,,,,IN2920200648
60TN28,Tamilnadu State,SG,100,100,100,6,13-JUN-2025,,11-JUN-2028,,,,,IN3120250102
610GS2031,Government of India,GS,100,100,1,6.1,13-JUL-2021,,12-JUL-2031,,,,,IN0020210095
612KA27,Karnataka State,SG,100,100,100,6.12,27-JUL-2020,,22-JUL-2027,,,,,IN1920200087
613OR28,Orissa State,SG,100,100,100,6.13,18-JUL-2025,,16-JUL-2028,,,,,IN2720250017
613RJ26,Rajasthan State,SG,100,100,100,6.13,17-MAY-2021,,12-MAY-2026,,,,,IN2920210068
614TN28,Tamilnadu State,SG,100,100,100,6.14,01-AUG-2025,,30-JUL-2028,,,,,IN3120250185
617KL27,Kerala State,SG,100,100,100,6.17,01-JAN-2021,,30-DEC-2027,,,,,IN2020200233
618GJ26,Gujarat State,SG,100,100,100,6.18,05-APR-2021,,31-MAR-2026,,,,,IN1520200339
619AS26,Assam State,SG,100,100,100,6.19,12-FEB-2021,,10-FEB-2026,,,,,IN1220200258
619GS2034,Government of India,GS,100,100,1,6.19,02-JUN-2020,,16-SEP-2034,,,,,IN0020200096
61CG27,Chattisgarh State,SG,100,100,100,6.1,29-JAN-2021,,27-JAN-2027,,,,,IN3520200103
61GJ28,Gujarat State,SG,100,100,100,6.1,27-JUN-2025,,25-JUN-2028,,,,,IN1520250085
61RJ26,Rajasthan State,SG,100,100,100,6.1,27-MAY-2021,,25-MAY-2026,,,,,IN2920210084
61RJ27,Rajasthan State,SG,100,100,100,6.1,30-OCT-2020,,28-OCT-2027,,,,,IN2920200440
621AS26,Assam State,SG,100,100,100,6.21,19-FEB-2021,,17-FEB-2026,,,,,IN1220200274
622AS30,Assam State,SG,100,100,100,6.22,30-MAY-2025,,28-MAY-2030,,,,,IN1220250055
622GS2035,Government of India,GS,100,100,1,6.22,03-NOV-2020,,16-MAR-2035,,,,,IN0020200245
622KL27,Kerala State,SG,100,100,100,6.22,04-DEC-2020,,02-DEC-2027,,,,,IN2020200225
623RJ27,Rajasthan State,SG,100,100,100,6.23,01-OCT-2021,,29-SEP-2027,,,,,IN2920210290
624HR26,Haryana State,SG,100,100,100,6.24,27-JUL-2020,,06-MAY-2026,,,,,IN1620200031
624MH26,Maharashtra State,SG,100,100,100,6.24,13-AUG-2021,,11-AUG-2026,,,,,IN2220210214
624MH28,Maharashtra State,SG,100,100,100,6.24,27-JUL-2020,,22-JUL-2028,,,,,IN2220200116
624RJ26,Rajasthan State,SG,100,100,100,6.24,02-JUL-2021,,30-JUN-2026,,,,,IN2920210183
624TS26,Telangana State,SG,100,100,100,6.24,27-JUL-2020,,27-MAY-2026,,,,,IN4520200085
625AS26,Assam State,SG,100,100,100,6.25,06-AUG-2021,,04-AUG-2026,,,,,IN1220210026
627PFCL27,Power Finance Corporation Limited,N0,100000,100000,1,6.27,13-JUN-2025,,15-JUL-2027,,,,,INE134E08NT9
627RJ26,Rajasthan State,SG,100,100,100,6.27,23-JUL-2021,,20-JUL-2026,,,,,IN2920210241
627TN27,Tamilnadu State,SG,100,100,100,6.27,05-SEP-2025,,03-SEP-2027,,,,,IN3120250243
627TN29,Tamilnadu State,SG,100,100,100,6.27,08-AUG-2025,,06-AUG-2029,,,,,IN3120250193
628GJ27,Gujarat State,SG,100,100,100,6.28,03-SEP-2021,,01-SEP-2027,,,,,IN1520210098
628GS2032,Government of India,GS,100,100,1,6.28,16-JUL-2025,,14-JUL-2032,,,,,IN0020250059
629HP26,Himachal Pradesh State,SG,100,100,100,6.29,27-JUL-2020,,11-MAR-2026,,,,,IN1720190157
629RJ26,Rajasthan State,SG,100,100,100,6.29,16-JUL-2021,,14-JUL-2026,,,,,IN2920210225
629RJ26A,Rajasthan State,SG,100,100,100,6.29,31-DEC-2021,,29-DEC-2026,,,,,IN2920210407
62RJ27,Rajasthan State,SG,100,100,100,6.2,31-JUL-2020,,29-JUL-2027,,,,,IN2920200267
632KA28,Karnataka State,SG,100,100,100,6.32,07-AUG-2020,,05-AUG-2028,,,,,IN1920200129
633AS26,Assam State,SG,100,100,100,6.33,09-JUL-2021,,07-JUL-2026,,,,,IN1220210018
633AS26A,Assam State,SG,100,100,100,6.33,31-DEC-2021,,29-DEC-2026,,,,,IN1220210182
633GS2035,Government of India,GS,100,100,1,6.33,07-MAY-2025,,05-MAY-2035,,,,,IN0020250026
633TN30,Tamilnadu State,SG,100,100,100,6.33,27-JUL-2020,,22-JUL-2030,,,,,IN3120200222
634RJ27,Rajasthan State,SG,100,100,100,6.34,29-OCT-2021,,27-OCT-2027,,,,,IN2920210340
635AP27,Andhra Pradesh State,SG,100,100,100,6.35,27-JUL-2020,,06-MAY-2027,,,,,IN1020200110
635LT28,Larsen & Toubro Limited,N0,100000,100000,1,6.35,24-JUN-2025,,19-JUN-2028,,,,,INE018A08BN0
635MH28,Maharashtra State,SG,100,100,100,6.35,27-NOV-2020,,25-NOV-2028,,,,,IN2220200314
636HP28,Himachal Pradesh State,SG,100,100,100,6.36,31-JUL-2020,,29-JUL-2028,,,,,IN1720200030
637RECL27,REC Limited,N0,100000,100000,1,6.37,17-JUN-2025,,31-MAR-2027,,,,,INE020B08FX4
638MH27,Maharashtra State,SG,100,100,100,6.38,27-AUG-2021,,25-AUG-2027,,,,,IN2220210230
639AP26,Andhra Pradesh State,SG,100,100,100,6.39,27-JUL-2020,,20-MAY-2026,,,,,IN1020200136
639BR27,Bihar State,SG,100,100,100,6.39,27-MAY-2021,,25-MAY-2027,,,,,IN1320210017
63PY26,Puducherry - Union Territory,SG,100,100,100,6.3,26-FEB-2021,,24-FEB-2026,,,,,IN3820200076
63PY27,Puducherry - Union Territory,SG,100,100,100,6.3,17-DEC-2021,,15-DEC-2027,,,,,IN3820210042
640NHPCL27,NHPC Limited,N0,100000,100000,1,6.4,14-AUG-2025,,12-AUG-2027,,,,,INE848E08375
640TN32,Tamilnadu State,SG,100,100,100,6.4,06-JUN-2025,,04-JUN-2032,,,,,IN3120250078
641GA30,Goa State,SG,100,100,100,6.41,27-JUL-2020,,15-JUL-2030,,,,,IN1420200082
641TN30,Tamilnadu State,SG,100,100,100,6.41,27-JUL-2020,,15-JUL-2030,,,,,IN3120200214
642GA30,Goa State,SG,100,100,100,6.42,30-OCT-2020,,28-OCT-2030,,,,,IN1420200165
642JK31,Jammu & Kashmir State,SG,100,100,100,6.42,23-MAY-2025,,21-MAY-2031,,,,,IN4920250037
642JK31A,Jammu & Kashmir State,SG,100,100,100,6.42,13-JUN-2025,,11-JUN-2031,,,,,IN4920250052
642MN30,Manipur State,SG,100,100,100,6.42,27-JUL-2020,,15-JUL-2030,,,,,IN2320200040
642PN30,Punjab State,SG,100,100,100,6.42,07-AUG-2020,,05-AUG-2030,,,,,IN2820200094
642TN31,Tamilnadu State,SG,100,100,100,6.42,20-JUN-2025,,18-JUN-2031,,,,,IN3120250128
642UP30,Uttar Pradesh State,SG,100,100,100,6.42,30-OCT-2020,,28-OCT-2030,,,,,IN3320200154
643AP30,Andhra Pradesh State,SG,100,100,100,6.43,06-NOV-2020,,04-NOV-2030,,,,,IN1020200458
643AS26,Assam State,SG,100,100,100,6.43,18-MAR-2021,,17-MAR-2026,,,,,IN1220200340
643MH27,Maharashtra State,SG,100,100,100,6.43,23-AUG-2021,,18-AUG-2027,,,,,IN2220210222
643RJ27,Rajasthan State,SG,100,100,100,6.43,21-JAN-2022,,19-JAN-2027,,,,,IN2920210431
643UK30,Uttarakhand State,SG,100,100,100,6.43,04-SEP-2020,,02-SEP-2030,,,,,IN3620200029
644GJ29,Gujarat State,SG,100,100,100,6.44,27-JUL-2020,,08-JUL-2029,,,,,IN1520200081
644GJ29A,Gujarat State,SG,100,100,100,6.44,14-AUG-2020,,12-AUG-2029,,,,,IN1520200115
644MH28,Maharashtra State,SG,100,100,100,6.44,14-AUG-2020,,12-AUG-2028,,,,,IN2220200124
644UK30,Uttarakhand State,SG,100,100,100,6.44,30-OCT-2020,,28-OCT-2030,,,,,IN3620200060
644UP30,Uttar Pradesh State,SG,100,100,100,6.44,31-JUL-2020,,29-JUL-2030,,,,,IN3320200063
645BR27,Bihar State,SG,100,100,100,6.45,04-JUN-2021,,02-JUN-2027,,,,,IN1320210025
645GJ30,Gujarat State,SG,100,100,100,6.45,04-SEP-2020,,02-SEP-2030,,,,,IN1520200131
645GJ30A,Gujarat State,SG,100,100,100,6.45,08-JAN-2021,,06-JAN-2030,,,,,IN1520200248
645GS2029,Government of India,GS,100,100,1,6.45,09-OCT-2019,,07-OCT-2029,,,,,IN0020190362
645HP29,Himachal Pradesh State,SG,100,100,100,6.45,30-OCT-2020,,28-APR-2029,,,,,IN1720200071
645MH27,Maharashtra State,SG,100,100,100,6.45,16-OCT-2020,,14-OCT-2027,,,,,IN2220200249
645ML30,Meghalaya State,SG,100,100,100,6.45,04-SEP-2020,,02-SEP-2030,,,,,IN2420200023
645MN30,Manipur State,SG,100,100,100,6.45,07-AUG-2020,,05-AUG-2030,,,,,IN2320200057
645RJ27,Rajasthan State,SG,100,100,100,6.45,05-FEB-2021,,03-FEB-2027,,,,,IN2920200614
645RJ27A,Rajasthan State,SG,100,100,100,6.45,28-JAN-2022,,25-JAN-2027,,,,,IN2920210449
645RJ30,Rajasthan State,SG,100,100,100,6.45,30-OCT-2020,,28-OCT-2030,,,,,IN2920200457
646GJ30,Gujarat State,SG,100,100,100,6.46,06-NOV-2020,,04-NOV-2030,,,,,IN1520200198
646JK30,Jammu & Kashmir State,SG,100,100,100,6.46,07-AUG-2020,,05-AUG-2030,,,,,IN4920200065
646RJ30,Rajasthan State,SG,100,100,100,6.46,14-AUG-2020,,12-AUG-2030,,,,,IN2920200317
646RJ30A,Rajasthan State,SG,100,100,100,6.46,04-SEP-2020,,02-SEP-2030,,,,,IN2920200358
646WB30,West Bengal State,SG,100,100,100,6.46,31-JUL-2020,,29-JUL-2030,,,,,IN3420200070
647GJ30,Gujarat State,SG,100,100,100,6.47,27-JUL-2020,,27-MAY-2030,,,,,IN1520200040
647IRFC28,Indian Railway Finance Corporation Limited,N0,100000,100000,1,6.47,03-JUN-2025,,30-MAY-2028,,,,,INE053F08510
647KA30,Karnataka State,SG,100,100,100,6.47,13-NOV-2020,,11-NOV-2030,,,,,IN1920200392
647MH28,Maharashtra State,SG,100,100,100,6.47,23-OCT-2020,,21-OCT-2028,,,,,IN2220200272
648AP27,Andhra Pradesh State,SG,100,100,100,6.48,27-JUL-2020,,17-JUN-2027,,,,,IN1020200193
648AP32,Andhra Pradesh State,SG,100,100,100,6.48,27-JUL-2020,,15-JUL-2032,,,,,IN1020200243
648AS30,Assam State,SG,100,100,100,6.48,06-NOV-2020,,04-NOV-2030,,,,,IN1220200118
648GS2035,Government of India,GS,100,100,1,6.48,08-OCT-2025,,06-OCT-2035,,,,,IN0020250091
648HR40,Haryana State,SG,100,100,100,6.48,07-AUG-2020,,05-AUG-2040,,,,,IN1620200072
648KA30,Karnataka State,SG,100,100,100,6.48,14-AUG-2020,,12-AUG-2030,,,,,IN1920200137
648KA31,Karnataka State,SG,100,100,100,6.48,30-OCT-2020,,28-OCT-2031,,,,,IN1920200368
648MZ30,Mizoram State,SG,100,100,100,6.48,06-NOV-2020,,04-NOV-2030,,,,,IN2520200055
648RJ27,Rajasthan State,SG,100,100,100,6.48,04-MAR-2022,,02-MAR-2027,,,,,IN2920210506
649AP33,Andhra Pradesh State,SG,100,100,100,6.49,31-JUL-2020,,29-JUL-2033,,,,,IN1020200250
649GJ29,Gujarat State,SG,100,100,100,6.49,04-DEC-2020,,02-DEC-2029,,,,,IN1520200222
649KA30,Karnataka State,SG,100,100,100,6.49,27-JUL-2020,,27-MAY-2030,,,,,IN1920200038
649KA30A,Karnataka State,SG,100,100,100,6.49,20-NOV-2020,,18-NOV-2030,,,,,IN1920200418
649KA31,Karnataka State,SG,100,100,100,6.49,14-AUG-2020,,12-AUG-2031,,,,,IN1920200145
649MH31,Maharashtra State,SG,100,100,100,6.49,14-AUG-2020,,12-AUG-2031,,,,,IN2220200132
649OR30,Orissa State,SG,100,100,100,6.49,01-AUG-2025,,30-JUL-2030,,,,,IN2720250033
649RJ30,Rajasthan State,SG,100,100,100,6.49,27-JUL-2020,,27-MAY-2030,,,,,IN2920200085
649TN50,Tamilnadu State,SG,100,100,100,6.49,27-JUL-2020,,22-JUL-2050,,,,,IN3120200230
649TS50,Telangana State,SG,100,100,100,6.49,31-JUL-2020,,29-JUL-2050,,,,,IN4520200127
64AP28,Andhra Pradesh State,SG,100,100,100,6.4,04-DEC-2020,,02-DEC-2028,,,,,IN1020200474
64GJ30,Gujarat State,SG,100,100,100,6.4,07-AUG-2020,,05-AUG-2030,,,,,IN1520200107
64GJ30A,Gujarat State,SG,100,100,100,6.4,30-OCT-2020,,28-OCT-2030,,,,,IN1520200180
64KA30,Karnataka State,SG,100,100,100,6.4,31-JUL-2020,,29-JUL-2030,,,,,IN1920200103
64KA30A,Karnataka State,SG,100,100,100,6.4,04-SEP-2020,,02-SEP-2030,,,,,IN1920200194
64KA30B,Karnataka State,SG,100,100,100,6.4,30-OCT-2020,,28-OCT-2030,,,,,IN1920200350
64KA30C,Karnataka State,SG,100,100,100,6.4,06-NOV-2020,,04-NOV-2030,,,,,IN1920200376
64KA31,Karnataka State,SG,100,100,100,6.4,31-JUL-2020,,29-JUL-2031,,,,,IN1920200111
64MH30,Maharashtra State,SG,100,100,100,6.4,06-NOV-2020,,04-NOV-2030,,,,,IN2220200298
651GJ33,Gujarat State,SG,100,100,100,6.51,30-MAY-2025,,28-MAY-2033,,,,,IN1520250078
651HP30,Himachal Pradesh State,SG,100,100,100,6.51,30-OCT-2020,,28-APR-2030,,,,,IN1720200089
651KA30,Karnataka State,SG,100,100,100,6.51,23-OCT-2020,,21-OCT-2030,,,,,IN1920200335
651KA30B,Karnataka State,SG,100,100,100,6.51,28-DEC-2020,,23-DEC-2030,,,,,IN1920200517
651KA30C,Karnataka State,SG,100,100,100,6.51,01-JAN-2021,,30-DEC-2030,,,,,IN1920200533
651KA31,Karnataka State,SG,100,100,100,6.51,27-JUL-2020,,27-MAY-2031,,,,,IN1920200046
651UP32,Uttar Pradesh State,SG,100,100,100,6.51,23-MAY-2025,,21-MAY-2032,,,,,IN3320250027
652KA30,Karnataka State,SG,100,100,100,6.52,18-DEC-2020,,16-DEC-2030,,,,,IN1920200491
652MH30,Maharashtra State,SG,100,100,100,6.52,27-NOV-2020,,25-NOV-2030,,,,,IN2220200322
652ML30,Meghalaya State,SG,100,100,100,6.52,27-JUL-2020,,08-JUL-2030,,,,,IN2420200015
652MP35,Madhya Pradesh State,SG,100,100,100,6.52,27-JUL-2020,,15-JUL-2035,,,,,IN2120200125
652NL30,Nagaland State,SG,100,100,100,6.52,27-JUL-2020,,08-JUL-2030,,,,,IN2620200021
652PY30,Puducherry - Union Territory,SG,100,100,100,6.52,06-NOV-2020,,04-NOV-2030,,,,,IN3820200043
652RL28,REC Limited,N0,100000,100000,1,6.52,27-MAY-2025,,31-JAN-2028,,,,,INE020B08FW6
652TS50,Telangana State,SG,100,100,100,6.52,07-AUG-2020,,05-AUG-2050,,,,,IN4520200135
653CG28,Chattisgarh State,SG,100,100,100,6.53,17-SEP-2021,,15-SEP-2028,,,,,IN3520210037
653HP29,Himachal Pradesh State,SG,100,100,100,6.53,27-NOV-2020,,25-MAY-2029,,,,,IN1720200097
653KA30,Karnataka State,SG,100,100,100,6.53,04-DEC-2020,,02-DEC-2030,,,,,IN1920200459
653TN31,Tamilnadu State,SG,100,100,100,6.53,08-JAN-2021,,06-JAN-2031,,,,,IN3120200339
654AP30,Andhra Pradesh State,SG,100,100,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN1020200201
654AR30,Arunachal Pradesh State,SG,100,100,100,6.54,20-NOV-2020,,18-NOV-2030,,,,,IN1120200036
654GA30,Goa State,SG,100,100,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN1420200066
654GA30A,Goa State,SG,100,100,100,6.54,18-DEC-2020,,16-DEC-2030,,,,,IN1420200207
654GJ30,Gujarat State,SG,100,100,100,6.54,27-JUL-2020,,01-JUL-2030,,,,,IN1520200073
654GS2032,Government of India,GS,100,100,1,6.54,18-JAN-2022,,17-JAN-2032,,,,,IN0020210244
654KA30,Karnataka State,SG,100,100,100,6.54,11-DEC-2020,,09-DEC-2030,,,,,IN1920200475
654MH27,Maharashtra State,SG,100,100,100,6.54,11-FEB-2022,,09-FEB-2027,,,,,IN2220210271
654MH30,Maharashtra State,SG,100,100,100,6.54,27-JUL-2020,,27-MAY-2030,,,,,IN2220200033
654MP35,Madhya Pradesh State,SG,100,100,100,6.54,07-AUG-2020,,05-AUG-2035,,,,,IN2120200133
654RJ30,Rajasthan State,SG,100,100,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN2920200150
654RJ30A,Rajasthan State,SG,100,100,100,6.54,20-NOV-2020,,18-NOV-2030,,,,,IN2920200481
654TN31,Tamilnadu State,SG,100,100,100,6.54,09-MAY-2025,,07-MAY-2031,,,,,IN3120250037
654UP30,Uttar Pradesh State,SG,100,100,100,6.54,23-OCT-2020,,21-OCT-2030,,,,,IN3320200147
654WB35,West Bengal State,SG,100,100,100,6.54,27-JUL-2020,,15-JUL-2035,,,,,IN3420200062
655AP28,Andhra Pradesh State,SG,100,100,100,6.55,27-JUL-2020,,27-MAY-2028,,,,,IN1020200144
655AP33,Andhra Pradesh State,SG,100,100,100,6.55,30-OCT-2020,,28-OCT-2033,,,,,IN1020200433
655AP35,Andhra Pradesh State,SG,100,100,100,6.55,07-AUG-2020,,05-AUG-2035,,,,,IN1020200268
655AS30,Assam State,SG,100,100,100,6.55,27-JUL-2020,,08-JUL-2030,,,,,IN1220200027
655AS30A,Assam State,SG,100,100,100,6.55,04-SEP-2020,,02-SEP-2030,,,,,IN1220200035
655GA30,Goa State,SG,100,100,100,6.55,13-NOV-2020,,11-NOV-2030,,,,,IN1420200173
655GA30A,Goa State,SG,100,100,100,6.55,11-DEC-2020,,09-DEC-2030,,,,,IN1420200199
655KL30,Kerala State,SG,100,100,100,6.55,27-JUL-2020,,03-JUN-2030,,,,,IN2020200118
655MH28,Maharashtra State,SG,100,100,100,6.55,16-OCT-2020,,14-OCT-2028,,,,,IN2220200256
655RJ30,Rajasthan State,SG,100,100,100,6.55,27-JUL-2020,,01-JUL-2030,,,,,IN2920200184
655RJ50,Rajasthan State,SG,100,100,100,6.55,27-JUL-2020,,15-JUL-2050,,,,,IN2920200226
655RJ55,Rajasthan State,SG,100,100,100,6.55,27-JUL-2020,,15-JUL-2055,,,,,IN2920200234
655TN29,Tamilnadu State,SG,100,100,100,6.55,21-NOV-2025,,19-NOV-2029,,,,,IN3120250391
655TN30,Tamilnadu State,SG,100,100,100,6.55,27-JUL-2020,,17-JUN-2030,,,,,IN3120200149
655TR30,Tripura State,SG,100,100,100,6.55,30-OCT-2020,,28-OCT-2030,,,,,IN3220200023
655WB30,West Bengal State,SG,100,100,100,6.55,27-JUL-2020,,01-JUL-2030,,,,,IN3420200054
656AP31,Andhra Pradesh State,SG,100,100,100,6.56,27-JUL-2020,,08-JUL-2031,,,,,IN1020200235
656AS30,Assam State,SG,100,100,100,6.56,23-OCT-2020,,21-OCT-2030,,,,,IN1220200100
656KA30,Karnataka State,SG,100,100,100,6.56,11-SEP-2020,,09-SEP-2030,,,,,IN1920200210
656MH30,Maharashtra State,SG,100,100,100,6.56,23-OCT-2020,,21-OCT-2030,,,,,IN2220200280
656MH32,Maharashtra State,SG,100,100,100,6.56,06-NOV-2020,,04-NOV-2032,,,,,IN2220200306
656MN30,Manipur State,SG,100,100,100,6.56,27-JUL-2020,,17-JUN-2030,,,,,IN2320200032
656RJ29,Rajasthan State,SG,100,100,100,6.56,28-NOV-2025,,26-NOV-2029,,,,,IN2920250304
656UP30,Uttar Pradesh State,SG,100,100,100,6.56,18-DEC-2020,,16-DEC-2030,,,,,IN3320200196
657AP30,Andhra Pradesh State,SG,100,100,100,6.57,27-JUL-2020,,01-JUL-2030,,,,,IN1020200219
657GA30,Goa State,SG,100,100,100,6.57,27-NOV-2020,,25-NOV-2030,,,,,IN1420200181
657GJ29,Gujarat State,SG,100,100,100,6.57,27-JUL-2020,,03-JUN-2029,,,,,IN1520200057
657GJ31,Gujarat State,SG,100,100,100,6.57,29-JAN-2021,,27-JAN-2031,,,,,IN1520200255
657HP30,Himachal Pradesh State,SG,100,100,100,6.57,28-DEC-2020,,23-JUN-2030,,,,,IN1720200113
657HP30A,Himachal Pradesh State,SG,100,100,100,6.57,28-DEC-2020,,23-DEC-2030,,,,,IN1720200121
657MH31,Maharashtra State,SG,100,100,100,6.57,27-JUL-2020,,03-JUN-2031,,,,,IN2220200058
657MP30,Madhya Pradesh State,SG,100,100,100,6.57,27-JUL-2020,,10-JUN-2030,,,,,IN2120200109
657MZ35,Mizoram State,SG,100,100,100,6.57,27-JUL-2020,,08-JUL-2035,,,,,IN2520200030
657RJ30,Rajasthan State,SG,100,100,100,6.57,27-JUL-2020,,10-JUN-2030,,,,,IN2920200135
657TN31,Tamilnadu State,SG,100,100,100,6.57,15-JAN-2021,,13-JAN-2031,,,,,IN3120200347
658AP30,Andhra Pradesh State,SG,100,100,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN1020200169
658GA30,Goa State,SG,100,100,100,6.58,27-JUL-2020,,24-JUN-2030,,,,,IN1420200074
658GA30A,Goa State,SG,100,100,100,6.58,28-DEC-2020,,23-DEC-2030,,,,,IN1420200215
658GA31,Goa State,SG,100,100,100,6.58,08-JAN-2021,,06-JAN-2031,,,,,IN1420200231
658GJ27,Gujarat State,SG,100,100,100,6.58,05-APR-2021,,31-MAR-2027,,,,,IN1520200347
658IRFC30,Indian Railway Finance Corporation Limited,N0,100000,100000,1,6.58,03-JUN-2025,,30-MAY-2030,,,,,INE053F08528
658JK30,Jammu & Kashmir State,SG,100,100,100,6.58,27-JUL-2020,,08-JUL-2030,,,,,IN4920200057
658KA30,Karnataka State,SG,100,100,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN1920200053
658MP35,Madhya Pradesh State,SG,100,100,100,6.58,27-JUL-2020,,08-JUL-2035,,,,,IN2120200117
658RJ30,Rajasthan State,SG,100,100,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN2920200119
658TN29,Tamilnadu State,SG,100,100,100,6.58,17-OCT-2025,,15-OCT-2029,,,,,IN3120250326
658UP30,Uttar Pradesh State,SG,100,100,100,6.58,27-NOV-2020,,25-NOV-2030,,,,,IN3320200188
659CG28,Chattisgarh State,SG,100,100,100,6.59,08-OCT-2021,,06-OCT-2028,,,,,IN3520210045
659HR30,Haryana State,SG,100,100,100,6.59,13-NOV-2020,,11-NOV-2030,,,,,IN1620200122
659PFCL30,Power Finance Corporation Limited,N0,100000,100000,1,6.59,13-JUN-2025,,15-OCT-2030,,,,,INE134E08NU7
659RJ30,Rajasthan State,SG,100,100,100,6.59,27-JUL-2020,,24-JUN-2030,,,,,IN2920200168
659RJ30A,Rajasthan State,SG,100,100,100,6.59,27-NOV-2020,,25-NOV-2030,,,,,IN2920200499
659RJ31,Rajasthan State,SG,100,100,100,6.59,08-JAN-2021,,06-JAN-2031,,,,,IN2920200564
659UP30,Uttar Pradesh State,SG,100,100,100,6.59,06-NOV-2020,,04-NOV-2030,,,,,IN3320200162
65AP30,Andhra Pradesh State,SG,100,100,100,6.5,27-JUL-2020,,08-JUL-2030,,,,,IN1020200227
65AP38,Andhra Pradesh State,SG,100,100,100,6.5,07-AUG-2020,,05-AUG-2038,,,,,IN1020200276
65GA30,Goa State,SG,100,100,100,6.5,31-JUL-2020,,29-JUL-2030,,,,,IN1420200090
65GA30A,Goa State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN1420200108
65GJ30,Gujarat State,SG,100,100,100,6.5,13-NOV-2020,,11-NOV-2030,,,,,IN1520200206
65GJ30A,Gujarat State,SG,100,100,100,6.5,27-NOV-2020,,25-NOV-2030,,,,,IN1520200214
65KA30,Karnataka State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN1920200152
65KA30A,Karnataka State,SG,100,100,100,6.5,27-NOV-2020,,25-NOV-2030,,,,,IN1920200434
65KL27,Kerala State,SG,100,100,100,6.5,27-JUL-2020,,20-NOV-2027,,,,,IN2020200084
65NL30,Nagaland State,SG,100,100,100,6.5,06-NOV-2020,,04-NOV-2030,,,,,IN2620200054
65RJ30,Rajasthan State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN2920200325
65RJ50,Rajasthan State,SG,100,100,100,6.5,07-AUG-2020,,05-AUG-2050,,,,,IN2920200291
65TN30,Tamilnadu State,SG,100,100,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN3120200255
65UP30,Uttar Pradesh State,SG,100,100,100,6.5,27-JUL-2020,,08-JUL-2030,,,,,IN3320200055
65WB30,West Bengal State,SG,100,100,100,6.5,27-JUL-2020,,27-MAY-2030,,,,,IN3420200039
660AP39,Andhra Pradesh State,SG,100,100,100,6.6,14-AUG-2020,,12-AUG-2039,,,,,IN1020200292
660AP40,Andhra Pradesh State,SG,100,100,100,6.6,14-AUG-2020,,12-AUG-2040,,,,,IN1020200300
660RECL27,REC Limited,N0,100000,100000,1,6.6,27-JUN-2025,,30-JUN-2027,,,,,INE020B08FZ9
660TN35,Tamilnadu State,SG,100,100,100,6.6,30-MAY-2025,,28-MAY-2035,,,,,IN3120250060
660TS30,Telangana State,SG,100,100,100,6.6,27-JUL-2020,,24-JUN-2030,,,,,IN4520200101
661AP34,Andhra Pradesh State,SG,100,100,100,6.61,06-JUN-2025,,04-JUN-2034,,,,,IN1020250115
661GJ32,Gujarat State,SG,100,100,100,6.61,09-MAY-2025,,07-MAY-2032,,,,,IN1520250011
